URN,caption,rights
urn:cite:fufolioimg:michauxParis.michx_01_81,"André Michaux Specimen 01 81, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_82,"André Michaux Specimen 01 82, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_83,"André Michaux Specimen 01 83, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_84,"André Michaux Specimen 01 84, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_84a,"André Michaux Specimen 01 84a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_85,"André Michaux Specimen 01 85, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_86,"André Michaux Specimen 01 86, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_87,"André Michaux Specimen 01 87, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_88,"André Michaux Specimen 01 88, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_89,"André Michaux Specimen 01 89, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_89a,"André Michaux Specimen 01 89a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_90,"André Michaux Specimen 01 90, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_91,"André Michaux Specimen 01 91, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_91a,"André Michaux Specimen 01 91a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01_cov,"André Michaux Specimen 01 cov, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_1,"André Michaux Specimen 01b 1, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_10,"André Michaux Specimen 01b 10, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_11,"André Michaux Specimen 01b 11, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_12,"André Michaux Specimen 01b 12, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_13,"André Michaux Specimen 01b 13, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_14,"André Michaux Specimen 01b 14, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_14a,"André Michaux Specimen 01b 14a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_14b,"André Michaux Specimen 01b 14b, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_14c,"André Michaux Specimen 01b 14c, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_15,"André Michaux Specimen 01b 15, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_16,"André Michaux Specimen 01b 16, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_16a,"André Michaux Specimen 01b 16a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_16b,"André Michaux Specimen 01b 16b, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_16c,"André Michaux Specimen 01b 16c, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_17,"André Michaux Specimen 01b 17, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_17a,"André Michaux Specimen 01b 17a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_18,"André Michaux Specimen 01b 18, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_19,"André Michaux Specimen 01b 19, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_2,"André Michaux Specimen 01b 2, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_20,"André Michaux Specimen 01b 20, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_21,"André Michaux Specimen 01b 21, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_22,"André Michaux Specimen 01b 22, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_23,"André Michaux Specimen 01b 23, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_24,"André Michaux Specimen 01b 24, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_25,"André Michaux Specimen 01b 25, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_26,"André Michaux Specimen 01b 26, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_26a,"André Michaux Specimen 01b 26a, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_27,"André Michaux Specimen 01b 27, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_29,"André Michaux Specimen 01b 29, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_3,"André Michaux Specimen 01b 3, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
urn:cite:fufolioimg:michauxParis.michx_01b_30,"André Michaux Specimen 01b 30, Jardin des Plantes, Paris.","Copyright 2014, Furman University Department of Classics, CC, NC, BY 3.0 license. Photographed with the kind cooperation of the Jardin des Plantes, Muséum national d’histoire naturelle, Paris."
