speciesURN,tsn,familyURN,genusURN,scientificName,label
urn:cite:botcar:species.Seymeriacassioides,tsn:34043,urn:cite:botcar:family.Orobanchaceae,urn:cite:botcar:genus.Seymeria,"Seymeria cassioides (J.F. Gmel.) S.F. Blake","**Seymeria cassioides (J.F. Gmel.) S.F. Blake**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Seymeriapectinata,tsn:34045,urn:cite:botcar:family.Orobanchaceae,urn:cite:botcar:genus.Seymeria,"Seymeria pectinata Pursh","**Seymeria pectinata Pursh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Sidarhombifolia,tsn:21731,urn:cite:botcar:family.Malvaceae,urn:cite:botcar:genus.Sida,"Sida rhombifolia L.","**Sida rhombifolia L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Silenevirginica,tsn:20141,urn:cite:botcar:family.Caryophyllaceae,urn:cite:botcar:genus.Silene,"Silene virginica L.","**Silene virginica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Silphiumasteriscus,tsn:38387,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Silphium,"Silphium asteriscus L.","**Silphium asteriscus L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Smallanthusuvedalius,tsn:505252,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Smallanthus,"Smallanthus uvedalius (Linnaeus) Mackenzie ex Small","**Smallanthus uvedalius (Linnaeus) Mackenzie ex Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Smilaxauriculata,tsn:43349,urn:cite:botcar:family.Smilacaceae,urn:cite:botcar:genus.Smilax,"Smilax auriculata Walter","**Smilax auriculata Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Smilaxpumila,tsn:43361,urn:cite:botcar:family.Smilacaceae,urn:cite:botcar:genus.Smilax,"Smilax pumila Walter","**Smilax pumila Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Solidagofistulosa,tsn:36254,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Solidago,"Solidago fistulosa Mill.","**Solidago fistulosa Mill.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Solidagoodora,tsn:36284,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Solidago,"Solidago odora Aiton","**Solidago odora Aiton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Solidagopetiolaris,tsn:36289,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Solidago,"Solidago petiolaris Aiton var. petiolaris","**Solidago petiolaris Aiton var. petiolaris**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Solidagosempervirens,tsn:36226,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Solidago,"Solidago sempervirens L.","**Solidago sempervirens L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Spigeliamarilandica,tsn:505330,urn:cite:botcar:family.Loganiaceae,urn:cite:botcar:genus.Spigelia,"Spigelia marilandica (L.) L.","**Spigelia marilandica (L.) L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Sporobolusindicus,tsn:42140,urn:cite:botcar:family.Poaceae,urn:cite:botcar:genus.Sporobolus,"Sporobolus indicus (L.) R. Br.","**Sporobolus indicus (L.) R. Br.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Stachysindet,"tsn:""to be added""",urn:cite:botcar:family.Lamiaceae,urn:cite:botcar:genus.Stachys,"Stachys indet.","**Stachys indet.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Stillingiasylvatica,tsn:28414,urn:cite:botcar:family.Euphorbiaceae,urn:cite:botcar:genus.Stillingia,"Stillingia sylvatica Garden ex Linnaeus ssp. sylvatica","**Stillingia sylvatica Garden ex Linnaeus ssp. sylvatica**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Styraxamericanus,tsn:505398,urn:cite:botcar:family.Styracaceae,urn:cite:botcar:genus.Styrax,"Styrax americanus Lam.","**Styrax americanus Lam.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Symphyotrichumconcolor,tsn:522192,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Symphyotrichum,"Symphyotrichum concolor (L.) G.L. Nesom","**Symphyotrichum concolor (L.) G.L. Nesom**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Symphyotrichumdumosum,tsn:522200,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Symphyotrichum,"Symphyotrichum dumosum (L.) G.L. Nesom","**Symphyotrichum dumosum (L.) G.L. Nesom**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Taxodiumascendens,tsn:183433,urn:cite:botcar:family.Cupressaceae,urn:cite:botcar:genus.Taxodium,"Taxodium ascendens Brongn.","**Taxodium ascendens Brongn.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Taxodiumdistichum,tsn:18041,urn:cite:botcar:family.Cupressaceae,urn:cite:botcar:genus.Taxodium,"Taxodium distichum (L.) Rich.","**Taxodium distichum (L.) Rich.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Tephrosiaspicata,tsn:26996,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Tephrosia,"Tephrosia spicata (Walter) Torrey & A. Gray","**Tephrosia spicata (Walter) Torrey & A. Gray**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Tephrosiavirginiana,tsn:26998,urn:cite:botcar:family.Fabaceae,urn:cite:botcar:genus.Tephrosia,"Tephrosia virginiana (L.) Pers.","**Tephrosia virginiana (L.) Pers.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Teucriumcanadense,tsn:32352,urn:cite:botcar:family.Lamiaceae,urn:cite:botcar:genus.Teucrium,"Teucrium canadense L.","**Teucrium canadense L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Thalictrumrevolutum,tsn:18660,urn:cite:botcar:family.Ranunculaceae,urn:cite:botcar:genus.Thalictrum,"Thalictrum revolutum DC","**Thalictrum revolutum DC**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Thaspiumbarbinode,tsn:29888,urn:cite:botcar:family.Apiaceae,urn:cite:botcar:genus.Thaspium,"Thaspium barbinode (Michx.) Nutt.","**Thaspium barbinode (Michx.) Nutt.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Thaspiumtrifoliatum,tsn:29890,urn:cite:botcar:family.Apiaceae,urn:cite:botcar:genus.Thaspium,"Thaspium trifoliatum (L.) A. Gray var. trifoliatum","**Thaspium trifoliatum (L.) A. Gray var. trifoliatum**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Tiliaamericana,tsn:21536,urn:cite:botcar:family.Malvaceae,urn:cite:botcar:genus.Tilia,"Tilia americana L. var. heterophylla (Vent.) Louden","**Tilia americana L. var. heterophylla (Vent.) Louden**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Toxicodendronradicans,tsn:28821,urn:cite:botcar:family.Anacardiaceae,urn:cite:botcar:genus.Toxicodendron,"Toxicodendron radicans (L.) Kuntze","**Toxicodendron radicans (L.) Kuntze**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Toxicodendronvernix,tsn:28823,urn:cite:botcar:family.Anacardiaceae,urn:cite:botcar:genus.Toxicodendron,"Toxicodendron vernix (L.) Kuntze","**Toxicodendron vernix (L.) Kuntze**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Tragiaurticifolia,tsn:28437,urn:cite:botcar:family.Euphorbiaceae,urn:cite:botcar:genus.Tragia,"Tragia urticifolia Michx.","**Tragia urticifolia Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Trautvetteriacaroliniensis,tsn:18803,urn:cite:botcar:family.Ranunculaceae,urn:cite:botcar:genus.Trautvetteria,"Trautvetteria caroliniensis (Walter) Vail","**Trautvetteria caroliniensis (Walter) Vail**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Triantharacemosa,tsn:522780,urn:cite:botcar:family.Tofieldiaceae,urn:cite:botcar:genus.Triantha,"Triantha racemosa (Walter) Small","**Triantha racemosa (Walter) Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Trichostemadichotomum,tsn:32364,urn:cite:botcar:family.Lamiaceae,urn:cite:botcar:genus.Trichostema,"Trichostema dichotomum L.","**Trichostema dichotomum L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Trilisapaniculata,tsn:38578,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Trilisa,"Trilisa paniculata (J.F. Gmelin) Cassini","**Trilisa paniculata (J.F. Gmelin) Cassini**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Trilliumcatesbaei,tsn:43064,urn:cite:botcar:family.Trilliaceae,urn:cite:botcar:genus.Trillium,"Trillium catesbaei Elliott","**Trillium catesbaei Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Trilliummaculatum,tsn:43078,urn:cite:botcar:family.Trilliaceae,urn:cite:botcar:genus.Trillium,"Trillium maculatum Raf.","**Trillium maculatum Raf.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Triodanisperfoliata,tsn:34615,urn:cite:botcar:family.Campanulaceae,urn:cite:botcar:genus.Triodanis,"Triodanis perfoliata (L.) Nieuwl.","**Triodanis perfoliata (L.) Nieuwl.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Ulmusrubra,tsn:19050,urn:cite:botcar:family.Ulmaceae,urn:cite:botcar:genus.Ulmus,"Ulmus rubra Muhl.","**Ulmus rubra Muhl.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Uniolapaniculata,tsn:41317,urn:cite:botcar:family.Poaceae,urn:cite:botcar:genus.Uniola,"Uniola paniculata L.","**Uniola paniculata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Vacciniumstamineum,tsn:23615,urn:cite:botcar:family.Ericaceae,urn:cite:botcar:genus.Vaccinium,"Vaccinium stamineum Linnaeus var. caesium (Greene) D.B. Ward","**Vaccinium stamineum Linnaeus var. caesium (Greene) D.B. Ward**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Vernoniaacaulis,tsn:38616,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Vernonia,"Vernonia acaulis (Walter) Gleason","**Vernonia acaulis (Walter) Gleason**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Vernoniaangustifolia,tsn:38617,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Vernonia,"Vernonia angustifolia Michx.","**Vernonia angustifolia Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Vernoniagigantea,tsn:38634,urn:cite:botcar:family.Asteraceae,urn:cite:botcar:genus.Vernonia,"Vernonia gigantea (Walter) Trelease","**Vernonia gigantea (Walter) Trelease**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Violalanceolata,tsn:22094,urn:cite:botcar:family.Violaceae,urn:cite:botcar:genus.Viola,"Viola lanceolata Linnaeus var. vittata (Greene) Weatherby & Griscom","**Viola lanceolata Linnaeus var. vittata (Greene) Weatherby & Griscom**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Violasororia,tsn:22169,urn:cite:botcar:family.Violaceae,urn:cite:botcar:genus.Viola,"Viola sororia Willd.","**Viola sororia Willd.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Vitisaestivalis,tsn:28607,urn:cite:botcar:family.Vitaceae,urn:cite:botcar:genus.Vitis,"Vitis aestivalis Michaux","**Vitis aestivalis Michaux**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Woodwardiaareolata,tsn:17749,urn:cite:botcar:family.Blechnaceae,urn:cite:botcar:genus.Woodwardia,"Woodwardia areolata (L.) T. Moore","**Woodwardia areolata (L.) T. Moore**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Xyrisambigua,tsn:505779,urn:cite:botcar:family.Xyridaceae,urn:cite:botcar:genus.Xyris,"Xyris ambigua Bey. ex Kunth","**Xyris ambigua Bey. ex Kunth**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
urn:cite:botcar:species.Zizaniaaquatica,tsn:41319,urn:cite:botcar:family.Poaceae,urn:cite:botcar:genus.Zizania,"Zizania aquatica L.","**Zizania aquatica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014."
