speciesURN	tsn	familyURN	genusURN	scientificName	label
urn:cite:botcar:species.Saccharumgiganteum	504933	urn:cite:botcar:family.Poaceae	urn:cite:botcar:genus.Saccharum	Saccharum giganteum (Walter) Pers.	**Saccharum giganteum (Walter) Pers.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Salvialyrata	32690	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Salvia	Salvia lyrata L.	**Salvia lyrata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sarraceniaflava	21996	urn:cite:botcar:family.Sarraceniaceae	urn:cite:botcar:genus.Sarracenia	Sarracenia flava L.	**Sarracenia flava L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sarraceniaminor	21999	urn:cite:botcar:family.Sarraceniaceae	urn:cite:botcar:genus.Sarracenia	Sarracenia minor Walter	**Sarracenia minor Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sarraceniarubra	22002	urn:cite:botcar:family.Sarraceniaceae	urn:cite:botcar:genus.Sarracenia	Sarracenia rubra Walter	**Sarracenia rubra Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Saururuscernuus	18221	urn:cite:botcar:family.Saururaceae	urn:cite:botcar:genus.Saururus	Saururus cernuus L.	**Saururus cernuus L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Schwalbeaamericana	34027	urn:cite:botcar:family.Orobanchaceae	urn:cite:botcar:genus.Schwalbea	Schwalbea americana L.	**Schwalbea americana L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Scirpuscyperinus	40228	urn:cite:botcar:family.Cyperaceae	urn:cite:botcar:genus.Scirpus	Scirpus cyperinus (L.) Kunth	**Scirpus cyperinus (L.) Kunth**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Scutellariaelliptica	32796	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Scutellaria	Scutellaria elliptica Muhl. ex Spreng.	**Scutellaria elliptica Muhl. ex Spreng.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Scutellariaintegrifolia	32801	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Scutellaria	Scutellaria integrifolia L.	**Scutellaria integrifolia L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Selaginellaapoda	17066	urn:cite:botcar:family.Selaginellaceae	urn:cite:botcar:genus.Selaginella	Selaginella apoda (L.) Spring	**Selaginella apoda (L.) Spring**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sennaoccidentalis	505166	urn:cite:botcar:family.Fabaceae	urn:cite:botcar:genus.Senna	Senna occidentalis (L.) Link	**Senna occidentalis (L.) Link**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sericocarpusasteroides	508089	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Sericocarpus	Sericocarpus asteroides (L.) BSP	**Sericocarpus asteroides (L.) BSP**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sericocarpustortifolius	508091	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Sericocarpus	Sericocarpus tortifolius (Michx.) Nees	**Sericocarpus tortifolius (Michx.) Nees**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Setariamagna	41230	urn:cite:botcar:family.Poaceae	urn:cite:botcar:genus.Setaria	Setaria magna Griseb.	**Setaria magna Griseb.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Setariaparviflora	505191	urn:cite:botcar:family.Poaceae	urn:cite:botcar:genus.Setaria	Setaria parviflora (Poir.) Kergu_len	**Setaria parviflora (Poir.) Kergu_len**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Seymeriacassioides	34043	urn:cite:botcar:family.Orobanchaceae	urn:cite:botcar:genus.Seymeria	Seymeria cassioides (J.F. Gmel.) S.F. Blake	**Seymeria cassioides (J.F. Gmel.) S.F. Blake**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Seymeriapectinata	34045	urn:cite:botcar:family.Orobanchaceae	urn:cite:botcar:genus.Seymeria	Seymeria pectinata Pursh	**Seymeria pectinata Pursh**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sidarhombifolia	21731	urn:cite:botcar:family.Malvaceae	urn:cite:botcar:genus.Sida	Sida rhombifolia L.	**Sida rhombifolia L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Silenevirginica	20141	urn:cite:botcar:family.Caryophyllaceae	urn:cite:botcar:genus.Silene	Silene virginica L.	**Silene virginica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Silphiumasteriscus	38387	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Silphium	Silphium asteriscus L.	**Silphium asteriscus L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Smallanthusuvedalius	505252	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Smallanthus	Smallanthus uvedalius (Linnaeus) Mackenzie ex Small	**Smallanthus uvedalius (Linnaeus) Mackenzie ex Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Smilaxauriculata	43349	urn:cite:botcar:family.Smilacaceae	urn:cite:botcar:genus.Smilax	Smilax auriculata Walter	**Smilax auriculata Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Smilaxpumila	43361	urn:cite:botcar:family.Smilacaceae	urn:cite:botcar:genus.Smilax	Smilax pumila Walter	**Smilax pumila Walter**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Solidagofistulosa	36254	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Solidago	Solidago fistulosa Mill.	**Solidago fistulosa Mill.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Solidagoodora	36284	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Solidago	Solidago odora Aiton	**Solidago odora Aiton**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Solidagopetiolaris	36289	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Solidago	Solidago petiolaris Aiton var. petiolaris	**Solidago petiolaris Aiton var. petiolaris**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Solidagosempervirens	36226	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Solidago	Solidago sempervirens L.	**Solidago sempervirens L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Spigeliamarilandica	505330	urn:cite:botcar:family.Loganiaceae	urn:cite:botcar:genus.Spigelia	Spigelia marilandica (L.) L.	**Spigelia marilandica (L.) L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Spigeliamarilandica	505330	urn:cite:botcar:family.Loganiaceae	urn:cite:botcar:genus.Spigelia	Spigelia marilandica (L.) L.	**Spigelia marilandica (L.) L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Sporobolusindicus	42140	urn:cite:botcar:family.Poaceae	urn:cite:botcar:genus.Sporobolus	Sporobolus indicus (L.) R. Br.	**Sporobolus indicus (L.) R. Br.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Stachysindet	32310	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Stachys	Stachys indet.	**Stachys indet.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Stillingiasylvatica	28414	urn:cite:botcar:family.Euphorbiaceae	urn:cite:botcar:genus.Stillingia	Stillingia sylvatica Garden ex Linnaeus ssp. sylvatica	**Stillingia sylvatica Garden ex Linnaeus ssp. sylvatica**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Stylosanthesbiflora	26973	urn:cite:botcar:family.Fabaceae	urn:cite:botcar:genus.Stylosanthes	Stylosanthes biflora (L.) BSP	**Stylosanthes biflora (L.) BSP**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Styraxamericanus	505398	urn:cite:botcar:family.Styracaceae	urn:cite:botcar:genus.Styrax	Styrax americanus Lam.	**Styrax americanus Lam.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Symphyotrichumconcolor	522192	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Symphyotrichum	Symphyotrichum concolor (L.) G.L. Nesom	**Symphyotrichum concolor (L.) G.L. Nesom**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Symphyotrichumdumosum	522200	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Symphyotrichum	Symphyotrichum dumosum (L.) G.L. Nesom	**Symphyotrichum dumosum (L.) G.L. Nesom**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Taxodiumascendens	183433	urn:cite:botcar:family.Cupressaceae	urn:cite:botcar:genus.Taxodium	Taxodium ascendens Brongn.	**Taxodium ascendens Brongn.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Taxodiumdistichum	18041	urn:cite:botcar:family.Cupressaceae	urn:cite:botcar:genus.Taxodium	Taxodium distichum (L.) Rich.	**Taxodium distichum (L.) Rich.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Tephrosiaspicata	26996	urn:cite:botcar:family.Fabaceae	urn:cite:botcar:genus.Tephrosia	Tephrosia spicata (Walter) Torrey and A. Gray	**Tephrosia spicata (Walter) Torrey and A. Gray**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Tephrosiavirginiana	26998	urn:cite:botcar:family.Fabaceae	urn:cite:botcar:genus.Tephrosia	Tephrosia virginiana (L.) Pers.	**Tephrosia virginiana (L.) Pers.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Teucriumcanadense	32352	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Teucrium	Teucrium canadense L.	**Teucrium canadense L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Thalictrummacrostylum	18671	urn:cite:botcar:family.Ranunculaceae	urn:cite:botcar:genus.Thalictrum	Thalictrum macrostylum Small & Heller	**Thalictrum macrostylum Small & Heller**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Thalictrumrevolutum	18660	urn:cite:botcar:family.Ranunculaceae	urn:cite:botcar:genus.Thalictrum	Thalictrum revolutum DC	**Thalictrum revolutum DC**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Thaspiumbarbinode	29888	urn:cite:botcar:family.Apiaceae	urn:cite:botcar:genus.Thaspium	Thaspium barbinode (Michx.) Nutt.	**Thaspium barbinode (Michx.) Nutt.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Thaspiumtrifoliatum	29890	urn:cite:botcar:family.Apiaceae	urn:cite:botcar:genus.Thaspium	Thaspium trifoliatum (L.) A. Gray var. trifoliatum	**Thaspium trifoliatum (L.) A. Gray var. trifoliatum**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Tiliaamericana	21536	urn:cite:botcar:family.Malvaceae	urn:cite:botcar:genus.Tilia	Tilia americana L. var. heterophylla (Vent.) Louden	**Tilia americana L. var. heterophylla (Vent.) Louden**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Toxicodendronradicans	28821	urn:cite:botcar:family.Anacardiaceae	urn:cite:botcar:genus.Toxicodendron	Toxicodendron radicans (L.) Kuntze	**Toxicodendron radicans (L.) Kuntze**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Toxicodendronvernix	28823	urn:cite:botcar:family.Anacardiaceae	urn:cite:botcar:genus.Toxicodendron	Toxicodendron vernix (L.) Kuntze	**Toxicodendron vernix (L.) Kuntze**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Tragiaurens	28436	urn:cite:botcar:family.Euphorbiaceae	urn:cite:botcar:genus.Tragia	Tragia urens L.	**Tragia urens L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Tragiaurticifolia	28437	urn:cite:botcar:family.Euphorbiaceae	urn:cite:botcar:genus.Tragia	Tragia urticifolia Michx.	**Tragia urticifolia Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Trautvetteriacaroliniensis	18803	urn:cite:botcar:family.Ranunculaceae	urn:cite:botcar:genus.Trautvetteria	Trautvetteria caroliniensis (Walter) Vail	**Trautvetteria caroliniensis (Walter) Vail**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Triantharacemosa	522780	urn:cite:botcar:family.Tofieldiaceae	urn:cite:botcar:genus.Triantha	Triantha racemosa (Walter) Small	**Triantha racemosa (Walter) Small**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Trichostemadichotomum	32364	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Trichostema	Trichostema dichotomum L.	**Trichostema dichotomum L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Trichostemasetaceum	32362	urn:cite:botcar:family.Lamiaceae	urn:cite:botcar:genus.Trichostema	Trichostema setaceum Houttuyn	**Trichostema setaceum Houttuyn**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Trilisapaniculata	38578	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Trilisa	Trilisa paniculata (J.F. Gmelin) Cassini	**Trilisa paniculata (J.F. Gmelin) Cassini**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Trilliumcatesbaei	43064	urn:cite:botcar:family.Trilliaceae	urn:cite:botcar:genus.Trillium	Trillium catesbaei Elliott	**Trillium catesbaei Elliott**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Trilliummaculatum	43078	urn:cite:botcar:family.Trilliaceae	urn:cite:botcar:genus.Trillium	Trillium maculatum Raf.	**Trillium maculatum Raf.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Triodanisperfoliata	34615	urn:cite:botcar:family.Campanulaceae	urn:cite:botcar:genus.Triodanis	Triodanis perfoliata (L.) Nieuwl.	**Triodanis perfoliata (L.) Nieuwl.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Ulmusrubra	19050	urn:cite:botcar:family.Ulmaceae	urn:cite:botcar:genus.Ulmus	Ulmus rubra Muhl.	**Ulmus rubra Muhl.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Uniolapaniculata	41317	urn:cite:botcar:family.Poaceae	urn:cite:botcar:genus.Uniola	Uniola paniculata L.	**Uniola paniculata L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Vacciniumstamineum	23615	urn:cite:botcar:family.Ericaceae	urn:cite:botcar:genus.Vaccinium	Vaccinium stamineum Linnaeus var. caesium (Greene) D.B. Ward	**Vaccinium stamineum Linnaeus var. caesium (Greene) D.B. Ward**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Verbenacarnea	523178	urn:cite:botcar:family.Verbenaceae	urn:cite:botcar:genus.Verbena	Verbena carnea Medikus = Stylodon carneus (Medik.) Moldenke	**Verbena carnea Medikus = Stylodon carneus (Medik.) Moldenke**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Vernoniaacaulis	38616	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Vernonia	Vernonia acaulis (Walter) Gleason	**Vernonia acaulis (Walter) Gleason**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Vernoniaangustifolia	38617	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Vernonia	Vernonia angustifolia Michx.	**Vernonia angustifolia Michx.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Vernoniagigantea	38634	urn:cite:botcar:family.Asteraceae	urn:cite:botcar:genus.Vernonia	Vernonia gigantea (Walter) Trelease	**Vernonia gigantea (Walter) Trelease**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Violalanceolata	22094	urn:cite:botcar:family.Violaceae	urn:cite:botcar:genus.Viola	Viola lanceolata Linnaeus var. vittata (Greene) Weatherby and Griscom	**Viola lanceolata Linnaeus var. vittata (Greene) Weatherby and Griscom**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Violasororia	22169	urn:cite:botcar:family.Violaceae	urn:cite:botcar:genus.Viola	Viola sororia Willd.	**Viola sororia Willd.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Vitisaestivalis	28607	urn:cite:botcar:family.Vitaceae	urn:cite:botcar:genus.Vitis	Vitis aestivalis Michaux	**Vitis aestivalis Michaux**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Woodwardiaareolata	17749	urn:cite:botcar:family.Blechnaceae	urn:cite:botcar:genus.Woodwardia	Woodwardia areolata (L.) T. Moore	**Woodwardia areolata (L.) T. Moore**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Xyrisambigua	505779	urn:cite:botcar:family.Xyridaceae	urn:cite:botcar:genus.Xyris	Xyris ambigua Bey. ex Kunth	**Xyris ambigua Bey. ex Kunth**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Xyrisplatylepis	39112	urn:cite:botcar:family.Xyridaceae	urn:cite:botcar:genus.Xyris	Xyris platylepis Chapman	**Xyris platylepis Chapman**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Zephyranthesatamasca	505791	urn:cite:botcar:family.Amaryllidaceae	urn:cite:botcar:genus.Zephyranthes	Zephyranthes atamasca (L.) Herbert	**Zephyranthes atamasca (L.) Herbert**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
urn:cite:botcar:species.Zizaniaaquatica	41319	urn:cite:botcar:family.Poaceae	urn:cite:botcar:genus.Zizania	Zizania aquatica L.	**Zizania aquatica L.**: Species name identified and classified by P. McMillan and A. Hackney Blackwell, 2014.
