SpecimenURN,ScientificName,SpeciesURN,ImageURN,ROI
urn:cite:botcar:sloane.318,Catesby Specimen 318: Pycnanthemum pycnanthemoides (Leavenworth) Fernald var. pycnanthemoides,urn:cite:botcar:species.Pycnanthemumpycnanthemoides,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_026_0487,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_026_0487@0.0923,0.278,0.458,0.667"
urn:cite:botcar:sloane.85,Catesby Specimen 85: Scutellaria elliptica Muhl. ex Spreng.,urn:cite:botcar:species.Scutellariaelliptica,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_027_0483,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_027_0483@0.527,0.27,0.442,0.692"
urn:cite:botcar:sloane.207,Catesby Specimen 207: Stachys indet.,urn:cite:botcar:species.Stachysindet,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_029_0481,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_029_0481@0.634,0.0873,0.338,0.722"
urn:cite:botcar:sloane.375,Catesby Specimen 375: Teucrium canadense L.,urn:cite:botcar:species.Teucriumcanadense,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_037_0618,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_037_0618@0.499,0.224,0.35,0.603"
urn:cite:botcar:sloane.92,Catesby Specimen 92: Hyptis alata (Raf.) Shinners,urn:cite:botcar:species.Hyptisalata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_043_0464,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_043_0464@0.193,0.0585,0.332,0.902"
urn:cite:botcar:sloane.209,Catesby Specimen 209: Monarda punctata L.,urn:cite:botcar:species.Monardapunctata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_048_0462,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_048_0462@0.0759,0.0486,0.862,0.65"
urn:cite:botcar:sloane.17,Catesby Specimen 17: Pycnanthemum flexuosum (Walter) BSP,urn:cite:botcar:species.Pycnanthemumflexuosum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_055_0465,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_055_0465@0.49,0.0933,0.269,0.624"
urn:cite:botcar:sloane.35,Catesby Specimen 35: Monarda punctata L.,urn:cite:botcar:species.Monardapunctata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_006_0499,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_006_0499@0.472,0.0923,0.503,0.594"
urn:cite:botcar:sloane.235,Catesby Specimen 235: Salvia lyrata L.,urn:cite:botcar:species.Salvialyrata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_062_0452,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_062_0452@0.85,0.14,0.107,0.608"
urn:cite:botcar:sloane.42,Catesby Specimen 42: Prunella vulgaris Linnaeus var. lanceolata (W. Barton) Fernald,urn:cite:botcar:species.Prunellavulgaris,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_063_0451,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_063_0451@0.679,0.23,0.296,0.342"
urn:cite:botcar:sloane.162,Catesby Specimen 162: Trichostema dichotomum L.,urn:cite:botcar:species.Trichostemadichotomum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_074_0434,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_074_0434@0.362,0.209,0.253,0.688"
urn:cite:botcar:sloane.126,Catesby Specimen 126: Collinsonia canadensis L.,urn:cite:botcar:species.Collinsoniacanadensis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_075_0581,""
urn:cite:botcar:sloane.146,Catesby Specimen 146: Pycnanthemum flexuosum (Walter) Britton,urn:cite:botcar:species.Pycnanthemumflexuosum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_075_0427,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_075_0427@0.699,0.179,0.29,0.58"
urn:cite:botcar:sloane.52,Catesby Specimen 52: Lamiaceae,,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_076_0426,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_076_0426@0.518,0.143,0.478,0.566"
urn:cite:botcar:sloane.310,Catesby Specimen 310: Collinsonia tuberosa Michx.,urn:cite:botcar:species.Collinsoniatuberosa,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_008_0506,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_008_0506@0.543,0.236,0.429,0.657"
urn:cite:botcar:sloane.315,Catesby Specimen 315: Lycopus virginicus L.,urn:cite:botcar:species.Lycopusvirginicus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_009_0502,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_009_0502@0.338,0.381,0.448,0.551"
urn:cite:botcar:sloane.14,Catesby Specimen 14: Persea palustris (Rafinesque) Sargent,urn:cite:botcar:species.Perseapalustris,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_001_0507,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_001_0507@0.149,0.0933,0.804,0.517"
urn:cite:botcar:sloane.113,Catesby Specimen 113: Litsea aestivalis (L.) Fernald,urn:cite:botcar:species.Litseaaestivalis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_035_0620,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_035_0620@0.162,0.237,0.436,0.613"
urn:cite:botcar:sloane.296,Catesby Specimen 296: Persea borbonia (Linnaeus) Sprengel,urn:cite:botcar:species.Perseaborbonia,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_050_0605,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_050_0605@0.185,0.429,0.531,0.454"
urn:cite:botcar:sloane.182,Catesby Specimen 182: Medeola virginiana L.,urn:cite:botcar:species.Medeolavirginiana,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_048_0608,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_048_0608@0.363,0.128,0.324,0.735"
urn:cite:botcar:sloane.48,Catesby Specimen 48: Lilium catesbaei Walter,urn:cite:botcar:species.Liliumcatesbaei,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589@0.0625,0.119,0.365,0.748"
urn:cite:botcar:sloane.263,Catesby Specimen 263: Spigelia marilandica (L.) L.,urn:cite:botcar:species.Spigeliamarilandica,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_033_0472,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_033_0472@0.301,0.0317,0.39,0.933"
urn:cite:botcar:sloane.224,Catesby Specimen 224: Lycopodiella alopecuroides (L.) Cranfill,urn:cite:botcar:species.Lycopodiellaalopecuroides,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_026_0487,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_026_0487@0.446,0.296,0.49,0.634"
urn:cite:botcar:sloane.389,Catesby Specimen 389: Liriodendron tulipifera L.,urn:cite:botcar:species.Liriodendrontulipifera,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_080_0431,""
urn:cite:botcar:sloane.50,Catesby Specimen 50: Hibiscus moscheutos L. ibiscus moscheutos L,urn:cite:botcar:species.Hibiscusmoscheutos,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_109_0550,""
urn:cite:botcar:sloane.352,Catesby Specimen 352: Sida rhombifolia L.,urn:cite:botcar:species.Sidarhombifolia,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_050_0469,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_050_0469@0.0714,0.36,0.555,0.598"
urn:cite:botcar:sloane.184,Catesby Specimen 184: Sida rhombifolia L.,urn:cite:botcar:species.Sidarhombifolia,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_051_0468,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_051_0468@0.329,0.0575,0.469,0.637"
urn:cite:botcar:sloane.127,Catesby Specimen 127: Tilia americana L. var. heterophylla (Vent.) Louden,urn:cite:botcar:species.Tiliaamericana,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_069_0439,""
urn:cite:botcar:sloane.362,Catesby Specimen 362: Kosteletzkya pentacarpos (Linnaeus) Ledebour,urn:cite:botcar:species.Kosteletzkyapentacarpos,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_092_0418,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_092_0418@0.0625,0.138,0.257,0.847"
urn:cite:botcar:sloane.255,Catesby Specimen 255: Melanthium hybridum Walter,urn:cite:botcar:species.Melanthiumhybridum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_127_0530,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_127_0530@0.134,0.174,0.29,0.683"
urn:cite:botcar:sloane.270,Catesby Specimen 270: Amianthium muscitoxicum (Walter) A. Gray,urn:cite:botcar:species.Amianthiummuscitoxicum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_029_0481,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_029_0481@0.384,0.0694,0.311,0.871"
urn:cite:botcar:sloane.283,Catesby Specimen 283: Melanthium hybridum Walter,urn:cite:botcar:species.Melanthiumhybridum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_036_0475,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_036_0475@0.0506,0.0357,0.406,0.787"
urn:cite:botcar:sloane.348,Catesby Specimen 348: Amianthium muscitoxicum (Walter) A. Gray,urn:cite:botcar:species.Amianthiummuscitoxicum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_063_0451,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_063_0451@0.156,0.286,0.314,0.633"
urn:cite:botcar:sloane.94,Catesby Specimen 94: Rhexia alifanus Walter,urn:cite:botcar:species.Rhexiaalifanus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_110_0551,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_110_0551@0.0506,0.112,0.397,0.789"
urn:cite:botcar:sloane.397,Catesby Specimen 397: Rhexia virginica L.,urn:cite:botcar:species.Rhexiavirginica,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_134_0520,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_134_0520@0.143,0.182,0.315,0.66"
urn:cite:botcar:sloane.258,Catesby Specimen 258: Rhexia alifanus Walter,urn:cite:botcar:species.Rhexiaalifanus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_043_0464,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_043_0464@0.0372,0.32,0.238,0.622"
urn:cite:botcar:sloane.164,Catesby Specimen 164: Cocculus carolinus (Linnaeus) A.P. deCandolle,urn:cite:botcar:species.Cocculuscarolinus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_104_0557,""
urn:cite:botcar:sloane.73,Catesby Specimen 73: Menispermum canadense L.,urn:cite:botcar:species.Menispermumcanadense,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_021_0485,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_021_0485@0.11,0.0704,0.6,0.867"
urn:cite:botcar:sloane.150,Catesby Specimen 150: Cocculus carolinus (Linnaeus) A.P. deCandolle,urn:cite:botcar:species.Cocculuscarolinus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_041_0617,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_041_0617@0.125,0.451,0.625,0.454"
urn:cite:botcar:sloane.237,Catesby Specimen 237: Cocculus carolinus (L.) DC.,urn:cite:botcar:species.Cocculuscarolinus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_095_0409,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_095_0409@0.121,0.0645,0.781,0.522"
urn:cite:botcar:sloane.308,Catesby Specimen 308: Morus rubra L.,urn:cite:botcar:species.Morusrubra,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_092_0570,""
urn:cite:botcar:sloane.289,Catesby Specimen 289: Aletris aurea Walter,urn:cite:botcar:species.Aletrisaurea,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_105_0548,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_105_0548@0.064,0.119,0.482,0.793"
urn:cite:botcar:sloane.76,Catesby Specimen 76: Nymphaea odorata Aiton,urn:cite:botcar:species.Nymphaeaodorata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_023_0489,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_023_0489@0.106,0.403,0.775,0.52"
urn:cite:botcar:sloane.122,Catesby Specimen 122: Nymphaea odorata W.T. Aiton,urn:cite:botcar:species.Nymphaeaodorata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_084_0574,""
urn:cite:botcar:sloane.169,Catesby Specimen 169: Nyssa aquatica L.,urn:cite:botcar:species.Nyssaaquatica,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_052_0604,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_052_0604@0.53,0.12,0.327,0.77"
urn:cite:botcar:sloane.130,Catesby Specimen 130: Nyssa ???,,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_003_0509,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_003_0509@0.146,0.476,0.81,0.431"
urn:cite:botcar:sloane.111,Catesby Specimen 111: Nyssa aquatica L.,urn:cite:botcar:species.Nyssaaquatica,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_067_0450,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_067_0450@0.189,0.514,0.497,0.397"
urn:cite:botcar:sloane.68,Catesby Specimen 68: Nyssa sylvatica L.,urn:cite:botcar:species.Nyssasylvatica,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_077_0425,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_077_0425@0.0595,0.248,0.817,0.719"
urn:cite:botcar:sloane.260,Catesby Specimen 260: Fraxinus pennsylvanica Marsh.,urn:cite:botcar:species.Fraxinuspennsylvanica,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_011_0500,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_011_0500@0.118,0.485,0.866,0.459"
urn:cite:botcar:sloane.34,Catesby Specimen 34: Osmanthus americanus (L.) Benth. & Hook. f. ex A. Gray,urn:cite:botcar:species.Osmanthusamericanus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_022_0484,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_022_0484@0.135,0.0675,0.801,0.651"
urn:cite:botcar:sloane.152,Catesby Specimen 152: Oenothera filipes (Spach) W. L. Wagner & Hoch ?,urn:cite:botcar:species.Oenotherafilipes,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_115_0541,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_115_0541@0.473,0.0982,0.292,0.742"
urn:cite:botcar:sloane.275,Catesby Specimen 275: Oenothera filipes (Spach) W. L. Wagner & Hoch,urn:cite:botcar:species.Oenotherafilipes,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_044_0610,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_044_0610@0.168,0.141,0.313,0.717"
urn:cite:botcar:sloane.171,Catesby Specimen 171: Ludwigia pilosa Walter,urn:cite:botcar:species.Ludwigiapilosa,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_047_0470,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_047_0470@0.0565,0.235,0.515,0.733"
urn:cite:botcar:sloane.301,Catesby Specimen 301: Ludwigia pilosa Walter,urn:cite:botcar:species.Ludwigiapilosa,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_052_0467,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_052_0467@0.109,0.0665,0.558,0.897"
urn:cite:botcar:sloane.30,Catesby Specimen 30: Ludwigia virgata Michx.,urn:cite:botcar:species.Ludwigiavirgata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_052_0467,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_052_0467@0.564,0.0952,0.433,0.863"
urn:cite:botcar:sloane.77,Catesby Specimen 77: Platanthera integra (Nutt.) A. Gray ex Beck,urn:cite:botcar:species.Platantheraintegra,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_055_0465,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_055_0465@0.0967,0.0605,0.246,0.877"
urn:cite:botcar:sloane.46,Catesby Specimen 46: Platanthera ciliaris (L.) Lindl.,urn:cite:botcar:species.Platantheraciliaris,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_056_0466,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_056_0466@0.719,0.112,0.268,0.811"
urn:cite:botcar:sloane.277,Catesby Specimen 277: Habenaria repens Nutt.,urn:cite:botcar:species.Habenariarepens,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_090_0421,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_090_0421@0.365,0.355,0.307,0.584"
urn:cite:botcar:sloane.107,Catesby Specimen 107: Seymeria pectinata Pursh,urn:cite:botcar:species.Seymeriapectinata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_126_0529,""
urn:cite:botcar:sloane.359,Catesby Specimen 359: Pedicularis canadensis L.,urn:cite:botcar:species.Pediculariscanadensis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_019_0491,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_019_0491@0.265,0.727,0.661,0.188"
urn:cite:botcar:sloane.392,Catesby Specimen 392: Pedicularis canadensis L.,urn:cite:botcar:species.Pediculariscanadensis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_019_0491,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_019_0491@0.0833,0.483,0.263,0.455"
urn:cite:botcar:sloane.143,Catesby Specimen 143: Seymeria cassioides (J.F. Gmel.) S.F. Blake,urn:cite:botcar:species.Seymeriacassioides,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_072_0428,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_072_0428@0.533,0.22,0.457,0.648"
urn:cite:botcar:sloane.187,Catesby Specimen 187: Seymeria cassioides (J.F. Gmel.) S.F. Blake,urn:cite:botcar:species.Seymeriacassioides,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_073_0435,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_073_0435@0.601,0.136,0.39,0.591"
urn:cite:botcar:sloane.230,Catesby Specimen 230: Pedicularis canadensis L.,urn:cite:botcar:species.Pediculariscanadensis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_078_0576,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_078_0576@0.147,0.435,0.652,0.388"
urn:cite:botcar:sloane.269,Catesby Specimen 269: Epifagus virginiana (Linnaeus) W. Barton,urn:cite:botcar:species.Epifagusvirginiana,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_099_0554,""
urn:cite:botcar:sloane.148,Catesby Specimen 148: Agalinis purpurea (L.) Pennell,urn:cite:botcar:species.Agalinispurpurea,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_073_0435,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_073_0435@0.199,0.119,0.488,0.774"
urn:cite:botcar:sloane.236,Catesby Specimen 236: Osmunda regalis L.,urn:cite:botcar:species.Osmundaregalis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_077_0582,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_077_0582@0.0952,0.214,0.484,0.651"
urn:cite:botcar:sloane.208,Catesby Specimen 208: Bacopa monnieri (L.) Pennell,urn:cite:botcar:species.Bacopamonnieri,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_047_0470,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_047_0470@0.107,0.0466,0.196,0.307"
urn:cite:botcar:sloane.421,Catesby Specimen 421: Platanus occidentalis L.,urn:cite:botcar:species.Platanusoccidentalis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_068_0449,""
urn:cite:botcar:sloane.336,Catesby Specimen 336: Chasmanthium latifolium (Michaux) Yates,urn:cite:botcar:species.Chasmanthiumlatifolium,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_103_0552,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_103_0552@0.277,0.128,0.26,0.78"
urn:cite:botcar:sloane.78,Catesby Specimen 78: Leptochloa?,,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_103_0552,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_103_0552@0.109,0.149,0.223,0.683"
urn:cite:botcar:sloane.90,Catesby Specimen 90: Paspalum floridanum Michaux,urn:cite:botcar:species.Paspalumfloridanum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_117_0540,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_117_0540@0.177,0.209,0.249,0.621"
urn:cite:botcar:sloane.36,Catesby Specimen 36: Setaria parviflora (Poir.) Kergu_len,urn:cite:botcar:species.Setariaparviflora,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_030_0623,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_030_0623@0.64,0.246,0.125,0.528"
urn:cite:botcar:sloane.205,Catesby Specimen 205: Ctenium aromaticum (Walter) Alph. Wood,urn:cite:botcar:species.Cteniumaromaticum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_044_0463,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_044_0463@0.384,0.0466,0.228,0.907"
urn:cite:botcar:sloane.51,Catesby Specimen 51: Echinochloa,,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_044_0463,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_044_0463@0.595,0.0635,0.205,0.672"
urn:cite:botcar:sloane.240,Catesby Specimen 240: Setaria parviflora (Poir.) Kergu_len,urn:cite:botcar:species.Setariaparviflora,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_044_0463,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_044_0463@0.738,0.108,0.237,0.84"
urn:cite:botcar:sloane.247,Catesby Specimen 247: Poaceae,,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_045_0454,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_045_0454@0.445,0.309,0.295,0.643"
urn:cite:botcar:sloane.218,Catesby Specimen 218: Uniola paniculata L.,urn:cite:botcar:species.Uniolapaniculata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_056_0602,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_056_0602@0.217,0.0456,0.384,0.707"
urn:cite:botcar:sloane.357,Catesby Specimen 357: Grass,,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596@0.161,0.0675,0.25,0.218"
urn:cite:botcar:sloane.303,Catesby Specimen 303: Phalaris caroliniana Walter,urn:cite:botcar:species.Phalariscaroliniana,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596@0.292,0.31,0.0908,0.188"
urn:cite:botcar:sloane.340,Catesby Specimen 340: Setaria magna Griseb.,urn:cite:botcar:species.Setariamagna,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_082_0423,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_082_0423@0.0491,0.0813,0.393,0.881"
urn:cite:botcar:sloane.330,Catesby Specimen 330: Paspalum floridanum Michx.,urn:cite:botcar:species.Paspalumfloridanum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_083_0430,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_083_0430@0.201,0.102,0.153,0.682"
urn:cite:botcar:sloane.248,Catesby Specimen 248: Setaria parviflora (Poir.) Kergu_len,urn:cite:botcar:species.Setariaparviflora,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_083_0430,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_083_0430@0.33,0.374,0.167,0.596"
urn:cite:botcar:sloane.156,Catesby Specimen 156: Cenchrus,,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_084_0429,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_084_0429@0.0491,0.0843,0.393,0.887"
urn:cite:botcar:sloane.60,Catesby Specimen 60: Coelorachis rugosa (Nutt.) Nash,urn:cite:botcar:species.Coelorachisrugosa,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_085_0420,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_085_0420@0.42,0.118,0.351,0.859"
urn:cite:botcar:sloane.382,Catesby Specimen 382: Eleusine indica (L.) Gaertn.,urn:cite:botcar:species.Eleusineindica,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_085_0420,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_085_0420@0.058,0.0744,0.467,0.905"
urn:cite:botcar:sloane.400,Catesby Specimen 400: Sporobolus indicus (L.) R. Br.,urn:cite:botcar:species.Sporobolusindicus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_085_0420,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_085_0420@0.746,0.231,0.186,0.724"
urn:cite:botcar:sloane.279,Catesby Specimen 279: Saccharum giganteum (Walter) Pers.,urn:cite:botcar:species.Saccharumgiganteum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_086_0422,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_086_0422@0.357,0.0923,0.408,0.865"
urn:cite:botcar:sloane.106,Catesby Specimen 106: Sporobolus indicus (L.) R. Br.,urn:cite:botcar:species.Sporobolusindicus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_086_0422,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_086_0422@0.644,0.216,0.277,0.742"
urn:cite:botcar:sloane.1,Catesby Specimen 1: Andropogon tenuispatheus (Nash) Nash,urn:cite:botcar:species.Andropogontenuispatheus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_087_0417,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_087_0417@0.0655,0.0595,0.485,0.915"
