SpecimenURN (Provisional)	ImageURN	Volume	Sheet	VersionName	Family	Michaux Name	Modern Name	Location	Annotations	Field 2	Type	Linnaean Class	Linneaen Genus	Linnaean Order	Flora
urn:cite2:botcar:michaux.2017a:18a_27	urn:cite2:fufolio:botcar.2017a:Michaux1959	18a	27	michx-Vol18a-27-23-03-54-58											
urn:cite2:botcar:michaux.2017a:18a_28	urn:cite2:fufolio:botcar.2017a:Michaux1960	18a	28	michx-Vol18a-28-23-03-55-14											
urn:cite2:botcar:michaux.2017a:18a_28a	urn:cite2:fufolio:botcar.2017a:Michaux1961	18a	28a	michx-Vol18a-28a-23-03-55-19											
urn:cite2:botcar:michaux.2017a:18a_29	urn:cite2:fufolio:botcar.2017a:Michaux1962	18a	29	michx-Vol18a-29-23-03-55-29											
urn:cite2:botcar:michaux.2017a:18a_30	urn:cite2:fufolio:botcar.2017a:Michaux1963	18a	30	michx-Vol18a-30-23-03-55-40											
urn:cite2:botcar:michaux.2017a:18a_30a	urn:cite2:fufolio:botcar.2017a:Michaux1964	18a	30a	michx-Vol18a-30a-23-03-55-49											
urn:cite2:botcar:michaux.2017a:18a_31	urn:cite2:fufolio:botcar.2017a:Michaux1965	18a	31	michx-Vol18a-31-23-03-56-01											
urn:cite2:botcar:michaux.2017a:18a_32	urn:cite2:fufolio:botcar.2017a:Michaux1966	18a	32	michx-Vol18a-32-23-03-56-13											
urn:cite2:botcar:michaux.2017a:18a_33	urn:cite2:fufolio:botcar.2017a:Michaux1967	18a	33	michx-Vol18a-33-23-03-56-24											
urn:cite2:botcar:michaux.2017a:18a_34	urn:cite2:fufolio:botcar.2017a:Michaux1968	18a	34	michx-Vol18a-34-23-03-56-35											
urn:cite2:botcar:michaux.2017a:18a_35	urn:cite2:fufolio:botcar.2017a:Michaux1969	18a	35	michx-Vol18a-35-23-03-56-44											
urn:cite2:botcar:michaux.2017a:18a_36	urn:cite2:fufolio:botcar.2017a:Michaux1970	18a	36	michx-Vol18a-36-23-03-56-56											
urn:cite2:botcar:michaux.2017a:18a_37	urn:cite2:fufolio:botcar.2017a:Michaux1971	18a	37	michx-Vol18a-37-23-03-57-07											
urn:cite2:botcar:michaux.2017a:18a_38	urn:cite2:fufolio:botcar.2017a:Michaux1972	18a	38	michx-Vol18a-38-23-03-57-21											
urn:cite2:botcar:michaux.2017a:18a_39	urn:cite2:fufolio:botcar.2017a:Michaux1973	18a	39	michx-Vol18a-39-23-03-57-32											
urn:cite2:botcar:michaux.2017a:18a_40	urn:cite2:fufolio:botcar.2017a:Michaux1974	18a	40	michx-Vol18a-40-23-03-57-37											
urn:cite2:botcar:michaux.2017a:18a_41	urn:cite2:fufolio:botcar.2017a:Michaux1975	18a	41	michx-Vol18a-41-23-03-57-43											
urn:cite2:botcar:michaux.2017a:18a_42	urn:cite2:fufolio:botcar.2017a:Michaux1976	18a	42	michx-Vol18a-42-23-03-57-59											
urn:cite2:botcar:michaux.2017a:18a_43	urn:cite2:fufolio:botcar.2017a:Michaux1977	18a	43	michx-Vol18a-43-23-03-58-11											
urn:cite2:botcar:michaux.2017a:18a_44	urn:cite2:fufolio:botcar.2017a:Michaux1978	18a	44	michx-Vol18a-44-23-03-58-22											
urn:cite2:botcar:michaux.2017a:18a_45	urn:cite2:fufolio:botcar.2017a:Michaux1979	18a	45	michx-Vol18a-45-23-03-58-35											
urn:cite2:botcar:michaux.2017a:18a_46	urn:cite2:fufolio:botcar.2017a:Michaux1980	18a	46	michx-Vol18a-46-23-03-58-48											
urn:cite2:botcar:michaux.2017a:18a_47	urn:cite2:fufolio:botcar.2017a:Michaux1981	18a	47	michx-Vol18a-47-23-03-58-54											
urn:cite2:botcar:michaux.2017a:18a_48	urn:cite2:fufolio:botcar.2017a:Michaux1982	18a	48	michx-Vol18a-48-23-03-59-05											
urn:cite2:botcar:michaux.2017a:18a_49	urn:cite2:fufolio:botcar.2017a:Michaux1983	18a	49	michx-Vol18a-49-23-03-59-15											
urn:cite2:botcar:michaux.2017a:18a_50	urn:cite2:fufolio:botcar.2017a:Michaux1986	18a	50	michx-Vol18a-50-23-03-59-46											
urn:cite2:botcar:michaux.2017a:18a_50a	urn:cite2:fufolio:botcar.2017a:Michaux1984	18a	50a	michx-Vol18a-50a-23-03-59-30											
urn:cite2:botcar:michaux.2017a:18a_50b	urn:cite2:fufolio:botcar.2017a:Michaux1985	18a	50b	michx-Vol18a-50b-23-03-59-41											
urn:cite2:botcar:michaux.2017a:18a_50c	urn:cite2:fufolio:botcar.2017a:Michaux1987	18a	50c	michx-Vol18a-50c-23-03-59-57											
urn:cite2:botcar:michaux.2017a:18a_51	urn:cite2:fufolio:botcar.2017a:Michaux1988	18a	51	michx-Vol18a-51-23-04-00-12											
urn:cite2:botcar:michaux.2017a:18a_52	urn:cite2:fufolio:botcar.2017a:Michaux1989	18a	52	michx-Vol18a-52-23-04-00-23											
urn:cite2:botcar:michaux.2017a:18a_53	urn:cite2:fufolio:botcar.2017a:Michaux1990	18a	53	michx-Vol18a-53-23-04-00-36											
urn:cite2:botcar:michaux.2017a:18a_54	urn:cite2:fufolio:botcar.2017a:Michaux1991	18a	54	michx-Vol18a-54-23-04-00-50											
urn:cite2:botcar:michaux.2017a:18a_54a	urn:cite2:fufolio:botcar.2017a:Michaux1992	18a	54a	michx-Vol18a-54a-23-04-00-56											
urn:cite2:botcar:michaux.2017a:18a_55	urn:cite2:fufolio:botcar.2017a:Michaux1993	18a	55	michx-Vol18a-55-23-04-01-12											
urn:cite2:botcar:michaux.2017a:18a_56	urn:cite2:fufolio:botcar.2017a:Michaux1994	18a	56	michx-Vol18a-56-23-04-01-26											
urn:cite2:botcar:michaux.2017a:18a_57	urn:cite2:fufolio:botcar.2017a:Michaux1995	18a	57	michx-Vol18a-57-23-04-01-38											
urn:cite2:botcar:michaux.2017a:18a_57a	urn:cite2:fufolio:botcar.2017a:Michaux1996	18a	57a	michx-Vol18a-57a-23-04-01-45											
urn:cite2:botcar:michaux.2017a:18a_57b	urn:cite2:fufolio:botcar.2017a:Michaux1997	18a	57b	michx-Vol18a-57b-23-04-01-54											
urn:cite2:botcar:michaux.2017a:18a_cover	urn:cite2:fufolio:botcar.2017a:Michaux1919	18a	cover	michx-Vol18a-cover-quercus-vitis-vol2p197-231-23-03-47-02											
urn:cite2:botcar:michaux.2017a:18b_01	urn:cite2:fufolio:botcar.2017a:Michaux1999	18b	01	michx-Vol18b-1-23-04-04-42	Cucurbitaceae	Sicyos angulata (echinata)		Rives de l'Ohio et Kentuckey; Lieux découverts sur l'Ohio				Monoecia		Syngenesia	217
urn:cite2:botcar:michaux.2017a:18b_02	urn:cite2:fufolio:botcar.2017a:Michaux2001	18b	02	michx-Vol18b-2-23-04-04-50	Cucurbitaceae	Melothria pendula						Monoecia		Syngenesia	217
urn:cite2:botcar:michaux.2017a:18b_03	urn:cite2:fufolio:botcar.2017a:Michaux2002	18b	03	michx-Vol18b-3-23-04-04-59	Schisandraceae	Chisandra coccinea	Schisandra					Monoecia		Syngenesia	218
urn:cite2:botcar:michaux.2017a:18b_04	urn:cite2:fufolio:botcar.2017a:Michaux2003	18b	04	michx-Vol18b-4-23-04-05-12	Amaranthaceae	Amaranthus		Louisville aux rapides de l'Ohio				Monoecia		Syngenesia	
urn:cite2:botcar:michaux.2017a:18b_05	urn:cite2:fufolio:botcar.2017a:Michaux2004	18b	05	michx-Vol18b-5-23-04-05-36	Hydrocharitaceae	Najas canadensis		Lac St. Jean			Type	Dioecia		Monandria	220
urn:cite2:botcar:michaux.2017a:18b_06	urn:cite2:fufolio:botcar.2017a:Michaux2005	18b	06	michx-Vol18b-6-23-04-05-49	Hydrocharitaceae	Affinis myrosina? De Jussieu	Vallisneria americana				Type				
urn:cite2:botcar:michaux.2017a:18b_07	urn:cite2:fufolio:botcar.2017a:Michaux2006	18b	07	michx-Vol18b-7-23-04-06-03	Ericaceae	Ceratiola ericoides		Hab in Georgia, Glorida				Dioecia		Diandria	221
urn:cite2:botcar:michaux.2017a:18b_08	urn:cite2:fufolio:botcar.2017a:Michaux2007	18b	08	michx-Vol18b-8-23-04-06-12	Oleaceae	Olea americana	Osmanthus americanus					Dioecia		Diandria	222
urn:cite2:botcar:michaux.2017a:18b_09	urn:cite2:fufolio:botcar.2017a:Michaux2008	18b	09	michx-Vol18b-9-23-04-06-22	Oleaceae	Adelia porulosa	Forestiera seggregata	Hab in maritimis Floridae				Dioecia		Diandria	223
urn:cite2:botcar:michaux.2017a:18b_10	urn:cite2:fufolio:botcar.2017a:Michaux2009	18b	10	michx-Vol18b-10-23-04-06-33	Oleaceae	Adelia ligustrina	Forestiera ligustrina	Hab in fruticetis Illinoensium et Collibus Tennassee juxta Nashville				Dioecia		Diandria	
urn:cite2:botcar:michaux.2017a:18b_11	urn:cite2:fufolio:botcar.2017a:Michaux2010	18b	11	michx-Vol18b-11-23-04-06-41	Oleaceae	Adelia acuminata	Forestiera acuminata	Hab ad ripas fluviorum Carolinae, Georgiae; Hab ad ripas fluviorum Carolinae, Georgiae, Tennesse, Ludovicianae				Dioecia		Diandria	
urn:cite2:botcar:michaux.2017a:18b_12	urn:cite2:fufolio:botcar.2017a:Michaux2011	18b	12	michx-Vol18b-12-23-04-06-52	Salicaceae	Salix eriocephala		in montibus Carolinae Septentrionalis	Salix discolor		Type	Dioecia		Diandria	225
urn:cite2:botcar:michaux.2017a:18b_13	urn:cite2:fufolio:botcar.2017a:Michaux2012	18b	13	michx-Vol18b-13-23-04-07-04	Salicaceae	Salix eriocephala		Montagnes de Carolines	Salix discolor		Type	Dioecia		Diandria	
urn:cite2:botcar:michaux.2017a:18b_14	urn:cite2:fufolio:botcar.2017a:Michaux2013	18b	14	michx-Vol18b-14-23-04-07-17	Salicaceae	Salix eriocephala		Bords du Misissipi	Salix rigida		Type	Dioecia		Diandria	
urn:cite2:botcar:michaux.2017a:18b_15	urn:cite2:fufolio:botcar.2017a:Michaux2014	18b	15	michx-Vol18b-15-23-04-07-27	Salicaceae	Salix eriocephala		in regione Illinoensium	Salix rigida, Salix discolor		Type	Dioecia		Diandria	
urn:cite2:botcar:michaux.2017a:18b_16	urn:cite2:fufolio:botcar.2017a:Michaux2015	18b	16	michx-Vol18b-16-23-04-07-36	Salicaceae	Salix cordata		ad Lacum St. Joanensis			Type	Dioecia		Diandria	
urn:cite2:botcar:michaux.2017a:18b_17	urn:cite2:fufolio:botcar.2017a:Michaux2016	18b	17	michx-Vol18b-17-23-04-07-45	Salicaceae	Salix incana		Lacs Mistassins et Riv des Goelands	Salix caudata		Type	Dioecia		Diandria	
