SpecimenURN (Provisional)	ImageURN	Volume	Sheet	VersionName	Family	Michaux Name	Modern Name	Location	Annotations	Field 2	Type	Linnaean Class	Linneaen Genus	Linnaean Order	Flora
urn:cite2:botcar:michaux.2017a:12b_28	urn:cite2:fufolio:botcar.2017a:Michaux1024	12b	28	michx-Vol12b-28-22-08-31-20	Plantaginaceae	Chelone glabra						Didynamia		Angiospermia	24
urn:cite2:botcar:michaux.2017a:12b_29	urn:cite2:fufolio:botcar.2017a:Michaux1025	12b	29	michx-Vol12b-29-22-08-31-33	Plantaginaceae	Chelone (obliqua)		Environs du fort Cheroquis	Chelone lyonii			Didynamia		Angiospermia	
urn:cite2:botcar:michaux.2017a:12b_30	urn:cite2:fufolio:botcar.2017a:Michaux1026	12b	30	michx-Vol12b-30-22-08-31-42	Plantaginaceae	Indet	Chelone					Didynamia		Angiospermia	
urn:cite2:botcar:michaux.2017a:12b_31	urn:cite2:fufolio:botcar.2017a:Michaux1027	12b	31	michx-Vol12b-31-22-08-31-49	Bignoniaceae	Bignonia catalpa						Didynamia		Angiospermia	25
urn:cite2:botcar:michaux.2017a:12b_32	urn:cite2:fufolio:botcar.2017a:Michaux1028	12b	32	michx-Vol12b-32-22-08-32-09	Bignoniaceae	Bignonia capreolata						Didynamia		Angiospermia	
urn:cite2:botcar:michaux.2017a:12b_33	urn:cite2:fufolio:botcar.2017a:Michaux1029	12b	33	michx-Vol12b-33-22-08-32-20	Bignoniaceae	Bignonia radicans						Didynamia		Angiospermia	
urn:cite2:botcar:michaux.2017a:12b_34	urn:cite2:fufolio:botcar.2017a:Michaux1030	12b	34	michx-Vol12b-34-22-08-32-29	Bignoniaceae	Indet	Bignonia capreolata					Didynamia		Angiospermia	
urn:cite2:botcar:michaux.2017a:12b_35	urn:cite2:fufolio:botcar.2017a:Michaux1031	12b	35	michx-Vol12b-35-22-08-32-37		Lindernia pixidaria		Europe, donné par Jussieu				Didynamia		Angiospermia	
urn:cite2:botcar:michaux.2017a:12b_35a	urn:cite2:fufolio:botcar.2017a:Michaux1032	12b	35a	michx-Vol12b-35a-22-08-32-42											
urn:cite2:botcar:michaux.2017a:12b_36	urn:cite2:fufolio:botcar.2017a:Michaux1033	12b	36	michx-Vol12b-36-22-08-32-52	Orobanchaceae	Orobanche virginiana						Didynamia		Angiospermia	26
urn:cite2:botcar:michaux.2017a:12b_37	urn:cite2:fufolio:botcar.2017a:Michaux1034	12b	37	michx-Vol12b-37-22-08-33-09	Orobanchaceae	Orobanche uniflora		Canada				Didynamia		Angiospermia	
urn:cite2:botcar:michaux.2017a:12b_38	urn:cite2:fufolio:botcar.2017a:Michaux1035	12b	38	michx-Vol12b-38-22-08-33-21	Orobanchaceae	Orobanche americana						Didynamia		Angiospermia	
urn:cite2:botcar:michaux.2017a:12b_39	urn:cite2:fufolio:botcar.2017a:Michaux1037	12b	39	michx-Vol12b-39-22-08-34-10		Cochlearia humifusa						Tetradynamia		Siliculosa	27
urn:cite2:botcar:michaux.2017a:12b_40	urn:cite2:fufolio:botcar.2017a:Michaux1038	12b	40	michx-Vol12b-40-22-08-34-21	Brassicaceae	Lepidium virginicum		in Carolina	De l'herbier de Richard pour comparer a la plante de l'Amerique Septentrionale			Tetradynamia		Siliculosa	27
urn:cite2:botcar:michaux.2017a:12b_41	urn:cite2:fufolio:botcar.2017a:Michaux1039	12b	41	michx-Vol12b-41-22-08-34-30	Brassicaceae	Lepidium virginicum?		in urbe kaskaskia				Tetradynamia		Siliculosa	
urn:cite2:botcar:michaux.2017a:12b_42	urn:cite2:fufolio:botcar.2017a:Michaux1040	12b	42	michx-Vol12b-42-22-08-34-40	Brassicaceae	Draba arabisans		Rochers du Lac Champlain				Tetradynamia		Siliculosa	28
urn:cite2:botcar:michaux.2017a:12b_43	urn:cite2:fufolio:botcar.2017a:Michaux1041	12b	43	michx-Vol12b-43-22-08-34-53	Brassicaceae	Draba hispidula						Tetradynamia		Siliculosa	
urn:cite2:botcar:michaux.2017a:12b_44	urn:cite2:fufolio:botcar.2017a:Michaux1042	12b	44	michx-Vol12b-44-22-08-35-01	Brassicaceae	Draba verna		Environs de Philad.?				Tetradynamia		Siliculosa	
urn:cite2:botcar:michaux.2017a:12b_45	urn:cite2:fufolio:botcar.2017a:Michaux1043	12b	45	michx-Vol12b-45-22-08-35-10	Brassicaceae	Draba						Tetradynamia		Siliculosa	
urn:cite2:botcar:michaux.2017a:12b_46	urn:cite2:fufolio:botcar.2017a:Michaux1044	12b	46	michx-Vol12b-46-22-08-35-18	Brassicaceae	Cardamine teres		Etat de Vermont, Lac Champlain				Tetradynamia		Siliquosa	29
urn:cite2:botcar:michaux.2017a:12b_47	urn:cite2:fufolio:botcar.2017a:Michaux1045	12b	47	michx-Vol12b-47-22-08-35-27	Brassicaceae	Cardamine virginica		Rivierre Sagney, Canada, Nova Anglia et Pensylvania; Etat de New York				Tetradynamia		Siliquosa	
urn:cite2:botcar:michaux.2017a:12b_48	urn:cite2:fufolio:botcar.2017a:Michaux1046	12b	48	michx-Vol12b-48-22-08-35-40	Brassicaceae	Cardamine uniflora		Rochers environs in rupid circa Knoxville				Tetradynamia		Siliquosa	
urn:cite2:botcar:michaux.2017a:12b_49	urn:cite2:fufolio:botcar.2017a:Michaux1047	12b	49	michx-Vol12b-49-22-08-35-51	Brassicaceae	Cardamine spathulata		hautes mont.				Tetradynamia		Siliquosa	
urn:cite2:botcar:michaux.2017a:12b_50	urn:cite2:fufolio:botcar.2017a:Michaux1048	12b	50	michx-Vol12b-50-22-08-36-02	Brassicaceae	Cardamine rotundifolia		Tres hautes montagnes, ruisseaux				Tetradynamia		Siliquosa	
urn:cite2:botcar:michaux.2017a:12b_51	urn:cite2:fufolio:botcar.2017a:Michaux1049	12b	51	michx-Vol12b-51-22-08-36-13	Brassicaceae	Dentaria enneaphylla						Tetradynamia		Siliquosa	30
urn:cite2:botcar:michaux.2017a:12b_52	urn:cite2:fufolio:botcar.2017a:Michaux1050	12b	52	michx-Vol12b-52-22-08-36-24	Brassicaceae	Dentaria diphylla		New York et hautes Mont.				Tetradynamia		Siliquosa	
urn:cite2:botcar:michaux.2017a:12b_53	urn:cite2:fufolio:botcar.2017a:Michaux1051	12b	53	michx-Vol12b-53-22-08-36-35	Brassicaceae	Dentaria?		Sur Kiwi Rivierre				Tetradynamia		Siliquosa	
urn:cite2:botcar:michaux.2017a:12b_54	urn:cite2:fufolio:botcar.2017a:Michaux1052	12b	54	michx-Vol12b-54-22-08-36-44	Brassicaceae	Hesperis pinnatifida		Lieux tres humides foret de Tennessee				Tetradynamia		Siliquosa	31
urn:cite2:botcar:michaux.2017a:12b_55	urn:cite2:fufolio:botcar.2017a:Michaux1053	12b	55	michx-Vol12b-55-22-08-36-54	Brassicaceae	Arabis canadensis (falcata)		Connecticut, Etat de Vermont, Lac Champlain				Tetradynamia		Siliquosa	31
urn:cite2:botcar:michaux.2017a:12b_56	urn:cite2:fufolio:botcar.2017a:Michaux1054	12b	56	michx-Vol12b-56-22-08-37-03	Brassicaceae	Arabis		Montagnes				Tetradynamia		Siliquosa	
urn:cite2:botcar:michaux.2017a:12b_57	urn:cite2:fufolio:botcar.2017a:Michaux1055	12b	57	michx-Vol12b-57-22-08-37-13	Brassicaceae	Arabis lyrata						Tetradynamia		Siliquosa	
urn:cite2:botcar:michaux.2017a:12b_58	urn:cite2:fufolio:botcar.2017a:Michaux1056	12b	58	michx-Vol12b-58-22-08-37-23	Brassicaceae	Erysimum officinale		Virginie				Tetradynamia		Siliquosa	31
urn:cite2:botcar:michaux.2017a:12b_59	urn:cite2:fufolio:botcar.2017a:Michaux1057	12b	59	michx-Vol12b-59-22-08-37-33	Brassicaceae	Sisyrinchium						Monadelphia		Triandria	32
urn:cite2:botcar:michaux.2017a:12b_60	urn:cite2:fufolio:botcar.2017a:Michaux1058	12b	60	michx-Vol12b-60-22-08-37-42	Iridaceae	Sisyrinchium bermudiana			Sisyrinchium graminoides and S. atlanticum			Monadelphia		Triandria	
urn:cite2:botcar:michaux.2017a:12b_61	urn:cite2:fufolio:botcar.2017a:Michaux1059	12b	61	michx-Vol12b-61-22-08-37-54	Iridaceaee	Sisyrinchium		Mistassin, in Pensylvania				Monadelphia		Triandria	
urn:cite2:botcar:michaux.2017a:12b_62	urn:cite2:fufolio:botcar.2017a:Michaux1060	12b	62	michx-Vol12b-62-22-08-38-04		Illecebrum polygonoides						Monadelphia		Pentandria	34
urn:cite2:botcar:michaux.2017a:12b_63	urn:cite2:fufolio:botcar.2017a:Michaux1061	12b	63	michx-Vol12b-63-22-08-38-18		Illecebium vermiculatum		In maritimis Florida				Monadelphia		Pentandria	
urn:cite2:botcar:michaux.2017a:12b_64	urn:cite2:fufolio:botcar.2017a:Michaux1062	12b	64	michx-Vol12b-64-22-08-38-27	Diapensiaceae	Erythrorhiza rotundifolia	Galax ursina					Monadelphia		Pentandria	34
urn:cite2:botcar:michaux.2017a:12b_65	urn:cite2:fufolio:botcar.2017a:Michaux1063	12b	65	michx-Vol12b-65-22-08-38-41	Linaceae	Linum virginianum						Monadelphia		Pentandria	36
urn:cite2:botcar:michaux.2017a:12b_66	urn:cite2:fufolio:botcar.2017a:Michaux1064	12b	66	michx-Vol12b-66-22-08-38-56	Passifloraceae	Passiflora lutea		Virginie, Carolines				Monadelphia		Pentandria	37
urn:cite2:botcar:michaux.2017a:12b_67	urn:cite2:fufolio:botcar.2017a:Michaux1065	12b	67	michx-Vol12b-67-22-08-39-03	Passifloraceae	Passiflora lutea						Monadelphia		Pentandria	
urn:cite2:botcar:michaux.2017a:12b_68	urn:cite2:fufolio:botcar.2017a:Michaux1066	12b	68	michx-Vol12b-68-22-08-39-10	Passifloraceae	Passiflora lutea		Passiflora de Caroline				Monadelphia		Pentandria	
urn:cite2:botcar:michaux.2017a:12b_69	urn:cite2:fufolio:botcar.2017a:Michaux1067	12b	69	michx-Vol12b-69-22-08-39-23	Passifloraceae	Passiflora	Passiflora incarnata					Monadelphia		Pentandria	
urn:cite2:botcar:michaux.2017a:12b_cover	urn:cite2:fufolio:botcar.2017a:Michaux0992	12b	cover	michx-Vol12b-cover-22-08-25-47											
urn:cite2:botcar:michaux.2017a:13_01	urn:cite2:fufolio:botcar.2017a:Michaux1069	13	01	michx-Vol13-1-22-08-41-36	Malvaceae	Sida rhombifolia		1787 Florida, Carolina; Planta annua in Carolina, frutescens in Florida	Les f. en infusion ont le gout du Thé.			Monadelphia		Polyandria	43
urn:cite2:botcar:michaux.2017a:13_02	urn:cite2:fufolio:botcar.2017a:Michaux1070	13	02	michx-Vol13-2-22-08-41-51	Malvaceae	Sida spinosa		Caroline, rare, lieux salés				Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_03	urn:cite2:fufolio:botcar.2017a:Michaux1071	13	03	michx-Vol13-3-22-08-41-59	Malvaceae	Sida laciniatus	Modiola caroliniana	Barren oaks lands, Kentucky; Barren oaks endeça de Big Barren River, Kentucky			Type	Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_04	urn:cite2:fufolio:botcar.2017a:Michaux1072	13	04	michx-Vol13-4-22-08-42-10	Malvaceae	Sida lanceolata		Sida sur Santee River				Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_05	urn:cite2:fufolio:botcar.2017a:Michaux1073	13	05	michx-Vol13-5-22-08-42-21	Malvaceae	Malva carol						Monadelphia		Polyandria	44
urn:cite2:botcar:michaux.2017a:13_06	urn:cite2:fufolio:botcar.2017a:Michaux1074	13	06	michx-Vol13-6-22-08-42-31	Malvaceae	Hibiscus manihot		Mississippi				Monadelphia		Polyandria	45
urn:cite2:botcar:michaux.2017a:13_07	urn:cite2:fufolio:botcar.2017a:Michaux1075	13	07	michx-Vol13-7-22-08-42-38	Malvaceae	Hibiscus manihot						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_08	urn:cite2:fufolio:botcar.2017a:Michaux1077	13	08	michx-Vol13-8-22-08-42-59	Malvaceae	Hibiscus rugosus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_09	urn:cite2:fufolio:botcar.2017a:Michaux1076	13	09	michx-Vol13-9-22-08-42-51	Malvaceae	Hibiscus scaber						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_10	urn:cite2:fufolio:botcar.2017a:Michaux1078	13	10	michx-Vol13-10-22-08-43-12	Malvaceae	Hibiscus hastatus		Sur les Isles et les rives de la rivierre Santee en Caroline, 1790				Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_11	urn:cite2:fufolio:botcar.2017a:Michaux1079	13	11	michx-Vol13-11-22-08-43-16	Malvaceae	Hibiscus hastatus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_12	urn:cite2:fufolio:botcar.2017a:Michaux1080	13	12	michx-Vol13-12-22-08-43-29	Malvaceae	Hibiscus virginicus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_13	urn:cite2:fufolio:botcar.2017a:Michaux1081	13	13	michx-Vol13-13-22-08-43-34	Malvaceae	Hibiscus virginicus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_14	urn:cite2:fufolio:botcar.2017a:Michaux1082	13	14	michx-Vol13-14-22-08-43-40	Malvaceae	Hibiscus virginicus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_15	urn:cite2:fufolio:botcar.2017a:Michaux1083	13	15	michx-Vol13-15-22-08-43-46	Malvaceae	Hibiscus virginicus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_16	urn:cite2:fufolio:botcar.2017a:Michaux1084	13	16	michx-Vol13-16-22-08-44-00	Malvaceae	Hibiscus grandiflorus		Lieux maritimis				Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_17	urn:cite2:fufolio:botcar.2017a:Michaux1085	13	17	michx-Vol13-17-22-08-44-06	Malvaceae	Hibiscus grandiflorus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_18	urn:cite2:fufolio:botcar.2017a:Michaux1086	13	18	michx-Vol13-18-22-08-44-12	Malvaceae	Hibiscus grandiflorus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_19	urn:cite2:fufolio:botcar.2017a:Michaux1087	13	19	michx-Vol13-19-22-08-44-27	Malvaceae	Hibiscus indet			Hibiscus grandiflorus			Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_20	urn:cite2:fufolio:botcar.2017a:Michaux1088	13	20	michx-Vol13-20-22-08-44-38	Malvaceae	Hibiscus speciosus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_21	urn:cite2:fufolio:botcar.2017a:Michaux1089	13	21	michx-Vol13-21-22-08-44-43	Malvaceae	Hibiscus speciosus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_22	urn:cite2:fufolio:botcar.2017a:Michaux1090	13	22	michx-Vol13-22-22-08-44-48	Malvaceae	Hibiscus speciosus						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_23	urn:cite2:fufolio:botcar.2017a:Michaux1091	13	23	michx-Vol13-23-22-08-45-02	Malvaceae	Hibiscus moscheutos						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_24	urn:cite2:fufolio:botcar.2017a:Michaux1092	13	24	michx-Vol13-24-22-08-45-07	Malvaceae	Hibiscus moscheutos						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_25	urn:cite2:fufolio:botcar.2017a:Michaux1093	13	25	michx-Vol13-25-22-08-45-23	Malvaceae	Hibiscus moscheutos		hortus Paris				Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_26	urn:cite2:fufolio:botcar.2017a:Michaux1096	13	26	michx-Vol13-26-22-08-45-49	Malvaceae	Hibiscus moscheutos						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_26a	urn:cite2:fufolio:botcar.2017a:Michaux1094	13	26a	michx-Vol13-26a-22-08-45-36											
urn:cite2:botcar:michaux.2017a:13_26b	urn:cite2:fufolio:botcar.2017a:Michaux1095	13	26b	michx-Vol13-26b-22-08-45-44											
urn:cite2:botcar:michaux.2017a:13_27	urn:cite2:fufolio:botcar.2017a:Michaux1097	13	27	michx-Vol13-27-22-08-46-05	Fabaceae	Petalostemum candidum		Prairies des Illinois			Type: Petalostemum candidum Michaux	Diadelphia		Pentandria	48
urn:cite2:botcar:michaux.2017a:13_28	urn:cite2:fufolio:botcar.2017a:Michaux1098	13	28	michx-Vol13-28-22-08-46-17	Fabaceae	Petalostemum candidum					Isotype: Petalostemum candidum Michx.	Diadelphia		Pentandria	
urn:cite2:botcar:michaux.2017a:13_29	urn:cite2:fufolio:botcar.2017a:Michaux1099	13	29	michx-Vol13-29-22-08-46-29	Fabaceae	Petalostemum carneum		Floride, Georgie, Kentucky; Lieux humides pres Nord West riv. en Floride				Diadelphia		Pentandria	
urn:cite2:botcar:michaux.2017a:13_30	urn:cite2:fufolio:botcar.2017a:Michaux1100	13	30	michx-Vol13-30-22-08-46-41	Fabaceae	Petalostemum corymbosum					Type	Diadelphia		Pentandria	
urn:cite2:botcar:michaux.2017a:13_31	urn:cite2:fufolio:botcar.2017a:Michaux1101	13	31	michx-Vol13-31-22-08-46-53	Fabaceae	Indet	Dalea					Diadelphia		Pentandria	
urn:cite2:botcar:michaux.2017a:13_32	urn:cite2:fufolio:botcar.2017a:Michaux1102	13	32	michx-Vol13-32-22-08-47-04	Fabaceae	Petalostemum violaceum						Diadelphia		Pentandria	
urn:cite2:botcar:michaux.2017a:13_33	urn:cite2:fufolio:botcar.2017a:Michaux1103	13	33	michx-Vol13-33-22-08-47-14	Fabaceae	Indet	Dalea					Diadelphia		Pentandria	
urn:cite2:botcar:michaux.2017a:13_34	urn:cite2:fufolio:botcar.2017a:Michaux1104	13	34	michx-Vol13-34-22-08-47-23	Fumariaceae	Fumaria sempervirens		L. Champlain				Diadelphia		Hexandria	51
urn:cite2:botcar:michaux.2017a:13_35	urn:cite2:fufolio:botcar.2017a:Michaux1105	13	35	michx-Vol13-35-22-08-47-33	Fumariaceae	Fumaria cucullaria		Canada & hautes Montagnes				Diadelphia		Hexandria	
urn:cite2:botcar:michaux.2017a:13_36	urn:cite2:fufolio:botcar.2017a:Michaux1106	13	36	michx-Vol13-36-22-08-47-42	Fumariaceae	Fumaria recta	Adlumia fungosa	Montagnes pres Lasingburgh				Diadelphia		Hexandria	
urn:cite2:botcar:michaux.2017a:13_37	urn:cite2:fufolio:botcar.2017a:Michaux1107	13	37	michx-Vol13-37-22-08-47-52	Polygalaceae	Polygala cruciata		Connecticut, New Jersey, Pensylvanie, &c.				Diadelphia		Octandria	52
urn:cite2:botcar:michaux.2017a:13_38	urn:cite2:fufolio:botcar.2017a:Michaux1109	13	38	michx-Vol13-38-22-08-48-08	Polygalaceae	Polygala verticillata		a Pensylvania ad Carolinam				Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_39	urn:cite2:fufolio:botcar.2017a:Michaux1108	13	39	michx-Vol13-39-22-08-48-01	Polygalaceae	Polygala sanguinea		Virginie et Caroline				Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_40	urn:cite2:fufolio:botcar.2017a:Michaux1110	13	40	michx-Vol13-40-22-08-48-19	Polygalaceae	Polygala sanguinea						Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_41	urn:cite2:fufolio:botcar.2017a:Michaux1111	13	41	michx-Vol13-41-22-08-48-28	Polygalaceae	Polygala sanguinea		haute Caroline				Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_42	urn:cite2:fufolio:botcar.2017a:Michaux1112	13	42	michx-Vol13-42-22-08-48-39	Polygalaceae	Polygala setacea		Carol. Septentrionale			Type	Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_43	urn:cite2:fufolio:botcar.2017a:Michaux1113	13	43	michx-Vol13-43-22-08-48-50	Polygalaceae	Polygala incarnata		Carolines				Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_44	urn:cite2:fufolio:botcar.2017a:Michaux1115	13	44	michx-Vol13-44-22-08-49-07	Polygalaceae	Polygala grandiflora polygama affiniis						Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_45	urn:cite2:fufolio:botcar.2017a:Michaux1114	13	45	michx-Vol13-45-22-08-49-01	Polygalaceae	Polygala senega	Polygala polygama	Caroline et Georgie; Lac Champlain				Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_46	urn:cite2:fufolio:botcar.2017a:Michaux1116	13	46	michx-Vol13-46-22-08-49-18	Polygalaceae	Indet	Polygala senega					Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_47	urn:cite2:fufolio:botcar.2017a:Michaux1117	13	47	michx-Vol13-47-22-08-49-27	Polygalaceae	Polygala uniflora		a finibus Canada ad Lacuon Ontario				Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_48	urn:cite2:fufolio:botcar.2017a:Michaux1118	13	48	michx-Vol13-48-22-08-49-34	Polygalaceae	Polygala lutea		Prairies fraches en Georgie			Type	Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_49	urn:cite2:fufolio:botcar.2017a:Michaux1119	13	49	michx-Vol13-49-22-08-49-46	Polygalaceae	Polygala corymbosa		Georgie	1er varieté			Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_50	urn:cite2:fufolio:botcar.2017a:Michaux1120	13	50	michx-Vol13-50-22-08-49-53	Polygalaceae	Polygala corymbosa		Georgie	2e varieté		Type	Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_51	urn:cite2:fufolio:botcar.2017a:Michaux1125	13	51	michx-Vol13-51-22-08-51-33	Theaceae	Fantome Herbier	Franklinia/Gordonia?					Diadelphia		Octandria	
urn:cite2:botcar:michaux.2017a:13_51a	urn:cite2:fufolio:botcar.2017a:Michaux1123	13	51a	michx-Vol13-51a-22-08-50-18											
urn:cite2:botcar:michaux.2017a:13_52	urn:cite2:fufolio:botcar.2017a:Michaux1121	13	52	michx-Vol13-52-22-08-50-08	Theaceae	Gordonia lasianthus		Basse Caroline				Monadelphia		Polyandria	43
urn:cite2:botcar:michaux.2017a:13_53	urn:cite2:fufolio:botcar.2017a:Michaux1124	13	53	michx-Vol13-53-22-08-50-39	Theaceae	Gordonia lasianthus		In maritimus Carolinae et Floridae, 38 miles au nord de Wilmington				Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_54	urn:cite2:fufolio:botcar.2017a:Michaux1126	13	54	michx-Vol13-54-22-08-51-44	Geraniaceae	Geranium carolinianum		Mistassins				Monadelphia		Decandria	38
urn:cite2:botcar:michaux.2017a:13_54a	urn:cite2:fufolio:botcar.2017a:Michaux1127	13	54a	michx-Vol13-54a-22-08-52-15											
urn:cite2:botcar:michaux.2017a:13_55	urn:cite2:fufolio:botcar.2017a:Michaux1128	13	55	michx-Vol13-55-22-08-52-25	Geraniaceae	Geranium maculatum						Monadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13_56	urn:cite2:fufolio:botcar.2017a:Michaux1129	13	56	michx-Vol13-56-22-08-52-36	Geraniaceae	Geranium maculatum		New York, Pensylvanie				Monadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13_57	urn:cite2:fufolio:botcar.2017a:Michaux1130	13	57	michx-Vol13-57-22-08-52-57	Geraniaceae	Geranium robertianum		Montagnes septentrionales de la riv. Hudson 15 miles de New York				Monadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13_58	urn:cite2:fufolio:botcar.2017a:Michaux1131	13	58	michx-Vol13-58-22-08-53-10	Geraniaceae	Geranium						Monadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13_59	urn:cite2:fufolio:botcar.2017a:Michaux1132	13	59	michx-Vol13-59-22-08-53-20	Geraniaceae	Geranium		Chez M. L'Heritier de mes graines de Canada				Monadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13_60	urn:cite2:fufolio:botcar.2017a:Michaux1133	13	60	michx-Vol13-60-22-08-53-33	Geraniaceae	Geranium		Lac St. Jean				Monadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13_61	urn:cite2:fufolio:botcar.2017a:Michaux1137	13	61	michx-Vol13-61-22-08-54-18	Oxalidaceae	Oxalis stricta		Western territories, hautes montagnes, Kentucky				Monadelphia		Decandria	38
urn:cite2:botcar:michaux.2017a:13_62	urn:cite2:fufolio:botcar.2017a:Michaux1134	13	62	michx-Vol13-62-22-08-53-46	Oxalidaceae	Oxalis acetosella		In Americae borealis sylvis a Quebec ad hudsonis sinum				Monadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13_63	urn:cite2:fufolio:botcar.2017a:Michaux1135	13	63	michx-Vol13-63-22-08-53-57	Oxalidaceae	Oxalis violacea		habitat in Pensylvaniea				Monadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13_64	urn:cite2:fufolio:botcar.2017a:Michaux1136	13	64	michx-Vol13-64-22-08-54-09	Oxalidaceae	Oxalis corniculata		Carolines, Montreal				Monadelphia		Decandria	
urn:cite2:botcar:michaux.2017a:13_65	urn:cite2:fufolio:botcar.2017a:Michaux1138	13	65	michx-Vol13-65-22-08-54-42	Styracaceae	Halesia a petit fruit	Halesia parviflora	Floride			Holotype: Halesia parviflora Michx. = Halesia carolina L. (Det. J. Reveal 1972)	Monadelphia		Polyandria	40
urn:cite2:botcar:michaux.2017a:13_66	urn:cite2:fufolio:botcar.2017a:Michaux1139	13	66	michx-Vol13-66-22-08-54-51	Styracaceae	Halesia tetraptera (4-tera)		Georgie				Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_67	urn:cite2:fufolio:botcar.2017a:Michaux1140	13	67	michx-Vol13-67-22-08-55-00	Styracaceae	Halesia diptera		Georgie				Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_68	urn:cite2:fufolio:botcar.2017a:Michaux1142	13	68	michx-Vol13-68-22-08-55-21	Styracaceae	Styrax grandifolium						Monadelphia		Polyandria	41
urn:cite2:botcar:michaux.2017a:13_69	urn:cite2:fufolio:botcar.2017a:Michaux1141	13	69	michx-Vol13-69-22-08-55-15	Styracaceae	Styrax grandifolium						Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_70	urn:cite2:fufolio:botcar.2017a:Michaux1143	13	70	michx-Vol13-70-22-08-55-32	Styracaceae	Styrax pulverulentum					Type	Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_71	urn:cite2:fufolio:botcar.2017a:Michaux1144	13	71	michx-Vol13-71-22-08-55-43	Styracaceae	Styrax laevigatum		Vérifié en Caroline et en Georgie				Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_72	urn:cite2:fufolio:botcar.2017a:Michaux1145	13	72	michx-Vol13-72-22-08-55-52	Symplocarpaceae	Hopea tinctoria	Symplocarpos tinctoria					Monadelphia		Polyandria	43
urn:cite2:botcar:michaux.2017a:13_74	urn:cite2:fufolio:botcar.2017a:Michaux1148	13	74	michx-Vol13-74-22-08-56-19	Theaceae	Indet	Stewartia					Monadelphia		Polyandria	
urn:cite2:botcar:michaux.2017a:13_75	urn:cite2:fufolio:botcar.2017a:Michaux1147	13	75	michx-Vol13-75-22-08-56-14	Theaceae	Stewartia malacodendron		haute Caroline Catawba River				Monadelphia		Polyandria	43
urn:cite2:botcar:michaux.2017a:13_76	urn:cite2:fufolio:botcar.2017a:Michaux1146	13	76	michx-Vol13-76-22-08-56-09	Theaceae	Stewartia virginica		In maritimis Virginiae et Carolinae				Monadelphia		Polyandria	
